,Transaction Amount,MCC,Customer Age,Year,Month,Day,Hour,Minute,Transaction Type_Credit,Transaction Type_Debit,Transaction Type_Online Transfer,Fraudulent
4302,714.78,5812,69.0,2023,2,8,12,50,0,1,0,0.0
4303,782.39,5812,71.0,2024,1,15,8,58,0,0,1,0.0
4304,77386.0,5812,27.0,2023,9,15,15,23,0,1,0,0.0
4305,261.11,5812,40.0,2023,10,30,16,45,1,0,0,0.0
4306,418.91,5814,34.0,2023,6,11,5,22,0,1,0,0.0
4307,961.42,5999,47.0,2023,11,9,1,17,1,0,0,0.0
4308,157.18,5814,74.0,2024,2,4,10,58,0,0,1,0.0
4309,259.11,5812,25.0,2024,2,20,6,56,1,0,0,0.0
4310,885.33,5812,45.0,2023,9,15,21,49,0,1,0,0.0
4311,923.87,5814,41.0,2023,7,13,21,49,0,1,0,0.0
4312,10796.0,5912,40.0,2024,4,19,18,51,1,0,0,0.0
4313,163.23,5999,61.0,2024,9,1,22,2,1,0,0,0.0
4314,428.73,5912,45.0,2023,7,6,20,38,1,0,0,0.0
4315,81.2,5411,23.0,2023,8,18,0,9,0,1,0,0.0
4316,754.77,5912,36.0,2023,6,23,23,34,0,0,1,0.0
4317,562.37,5812,41.0,2024,2,1,13,18,1,0,0,0.0
4318,789.96,5912,78.0,2023,8,26,22,29,1,0,0,0.0
4319,415.8,5411,19.0,2024,8,1,2,31,0,0,1,0.0
4320,74361.0,5411,28.0,2023,8,21,1,51,0,1,0,0.0
4321,210.44,5814,79.0,2024,4,18,18,27,0,1,0,0.0
4322,860.31,5912,56.0,2024,2,24,3,42,0,1,0,0.0
4323,444.99,5999,47.0,2023,11,24,12,20,0,1,0,0.0
4324,437.6,5812,58.0,2023,11,9,5,44,0,1,0,0.0
4325,495.95,5999,43.0,2023,11,24,12,45,0,0,1,0.0
4326,273.6,5411,29.0,2024,3,27,7,54,0,0,1,0.0
4327,848.24,5814,51.0,2023,4,11,20,38,0,1,0,0.0
4328,58866.0,5912,22.0,2023,11,9,13,12,0,1,0,0.0
4329,998.29,5812,47.0,2023,7,29,23,42,0,0,1,0.0
4330,608.3,5814,73.0,2023,11,10,15,5,0,1,0,0.0
4331,189.15,5814,54.0,2023,6,9,11,5,1,0,0,0.0
4332,169.65,5999,45.0,2024,2,19,14,41,1,0,0,0.0
4333,756.84,5999,24.0,2023,7,19,13,38,0,0,1,0.0
4334,73.09,5812,28.0,2024,10,5,21,3,1,0,0,0.0
4335,320.95,5814,62.0,2023,6,18,0,27,0,0,1,0.0
4336,33530.0,5812,56.0,2023,5,20,1,38,0,1,0,0.0
4337,751.72,5812,46.0,2024,3,28,4,15,0,0,1,0.0
4338,783.56,5912,42.0,2024,9,4,7,21,1,0,0,0.0
4339,866.92,5411,71.0,2024,1,3,2,18,0,0,1,0.0
4340,83742.0,5812,33.0,2024,3,26,23,12,1,0,0,0.0
4341,763.58,5814,53.0,2023,6,12,22,41,0,1,0,0.0
4342,7.51,5912,36.0,2023,8,18,0,48,0,1,0,0.0
4343,324.14,5411,27.0,2023,7,20,9,34,1,0,0,0.0
4344,34521.0,5814,24.0,2023,8,18,3,56,0,0,1,0.0
4345,611.59,5912,48.0,2024,7,3,11,32,1,0,0,0.0
4346,387.01,5999,44.0,2023,9,28,7,48,0,1,0,0.0
4347,206.92,5812,49.0,2023,1,10,14,26,0,1,0,0.0
4348,71.44,5999,36.0,2024,3,2,6,39,0,0,1,0.0
4349,308.89,5912,40.0,2023,9,14,11,38,0,1,0,0.0
4350,383.15,5814,57.0,2024,4,15,14,15,0,0,1,0.0
4351,797.06,5411,45.0,2024,2,4,23,48,0,1,0,0.0
4352,83362.0,5912,65.0,2024,4,1,8,36,0,1,0,0.0
4353,638.79,5814,62.0,2023,5,8,13,33,0,0,1,0.0
4354,592.95,5812,80.0,2024,5,5,9,58,1,0,0,0.0
4355,197.8,5812,33.0,2023,1,9,22,10,0,0,1,0.0
4356,223.37,5999,52.0,2023,5,10,21,41,0,1,0,0.0
4357,957.35,5999,55.0,2024,3,27,9,51,0,0,1,0.0
4358,390.63,5912,78.0,2023,9,8,18,35,0,1,0,0.0
4359,528.31,5814,61.0,2024,4,27,8,48,0,0,1,0.0
4360,27538.0,5912,27.0,2023,7,20,13,1,0,1,0,0.0
4361,63.89,5411,66.0,2023,1,7,14,31,0,0,1,0.0
4362,922.17,5812,55.0,2023,11,19,21,39,1,0,0,0.0
4363,755.04,5411,62.0,2024,5,4,0,34,0,0,1,0.0
4364,571.89,5814,21.0,2023,11,9,17,10,1,0,0,0.0
4365,981.77,5411,78.0,2024,3,31,23,1,0,1,0,0.0
4366,927.27,5812,44.0,2024,4,4,1,34,0,0,1,0.0
4367,719.0,5812,41.0,2023,3,8,21,19,0,0,1,0.0
4368,56414.0,5812,38.0,2024,3,26,6,3,0,0,1,0.0
4369,806.11,5411,70.0,2023,6,21,21,33,0,1,0,0.0
4370,792.51,5411,67.0,2024,8,4,23,13,0,1,0,0.0
4371,939.96,5999,67.0,2023,5,10,13,35,0,0,1,0.0
4372,509.86,5999,55.0,2024,3,28,23,35,0,1,0,0.0
4373,538.31,5812,62.0,2024,1,2,2,12,1,0,0,0.0
4374,812.31,5912,49.0,2024,1,15,19,36,1,0,0,0.0
4375,870.95,5999,67.0,2023,10,23,18,49,0,1,0,0.0
4376,22807.0,5411,58.0,2024,2,5,22,39,0,1,0,0.0
4377,941.65,5812,25.0,2023,11,8,23,37,0,0,1,0.0
4378,311.73,5411,71.0,2023,9,27,1,10,0,0,1,0.0
4379,147.54,5814,54.0,2023,12,13,15,37,0,1,0,0.0
4380,11101.0,5411,55.0,2023,6,21,3,45,1,0,0,0.0
4381,776.28,5912,22.0,2023,11,28,22,29,0,1,0,0.0
4382,388.36,5912,53.0,2023,10,6,11,56,1,0,0,0.0
4383,604.76,5812,67.0,2023,8,25,12,27,1,0,0,0.0
4384,80517.0,5912,27.0,2024,5,4,17,23,1,0,0,0.0
4385,584.63,5814,78.0,2023,11,12,0,36,1,0,0,0.0
4386,864.39,5411,75.0,2023,9,13,23,20,0,1,0,0.0
4387,699.06,5912,45.0,2023,3,11,17,32,0,1,0,0.0
4388,100.77,5999,68.0,2023,10,30,4,56,0,0,1,0.0
4389,842.46,5999,78.0,2023,7,19,23,47,0,0,1,0.0
4390,420.17,5411,39.0,2023,10,13,22,0,0,1,0,0.0
4391,141.21,5912,19.0,2023,2,10,18,51,0,0,1,0.0
4392,58428.0,5814,26.0,2023,2,11,4,52,1,0,0,0.0
4393,535.98,5999,44.0,2023,5,24,2,29,0,0,1,0.0
4394,540.65,5812,26.0,2024,4,24,3,15,0,0,1,0.0
4395,65.48,5812,32.0,2024,4,4,13,46,0,1,0,0.0
4396,833.87,5999,60.0,2023,10,9,20,7,0,1,0,0.0
4397,548.72,5411,61.0,2024,3,16,10,10,0,0,1,0.0
4398,143.88,5912,65.0,2024,9,4,22,57,1,0,0,0.0
4399,36.41,5411,68.0,2023,10,26,7,15,1,0,0,0.0
4400,5671.0,5999,63.0,2023,4,6,8,46,0,1,0,0.0
4401,887.26,5411,76.0,2023,7,7,22,4,0,0,1,0.0
4402,438.8,5814,71.0,2024,1,3,11,22,1,0,0,0.0
4403,102.13,5814,71.0,2024,5,15,23,55,0,1,0,0.0
4404,177.72,5912,52.0,2024,9,2,12,27,0,0,1,0.0
4405,795.62,5912,77.0,2024,8,1,14,52,0,1,0,0.0
4406,482.04,5812,32.0,2023,8,15,16,46,0,0,1,0.0
4407,803.68,5812,79.0,2024,8,3,9,22,0,1,0,0.0
4408,16874.0,5912,69.0,2023,6,21,10,25,0,1,0,0.0
4409,69.08,5411,56.0,2023,5,6,14,16,0,1,0,0.0
4410,133.86,5411,80.0,2023,10,20,17,19,0,1,0,0.0
4411,347.1,5999,80.0,2023,8,27,11,57,1,0,0,0.0
4412,896.08,5912,41.0,2023,1,7,18,6,0,1,0,0.0
4413,164.6,5912,38.0,2023,10,23,0,13,0,0,1,0.0
4414,709.15,5411,79.0,2024,4,16,9,36,0,1,0,0.0
4415,549.6,5912,70.0,2024,9,2,4,12,1,0,0,0.0
4416,39133.0,5912,54.0,2023,9,10,3,41,1,0,0,0.0
4417,145.25,5999,49.0,2024,1,19,0,13,1,0,0,0.0
4418,551.22,5912,51.0,2023,10,23,19,8,0,1,0,0.0
4419,301.28,5912,67.0,2024,3,14,19,47,0,0,1,0.0
4420,15961.0,5812,49.0,2023,8,24,18,27,0,0,1,0.0
4421,730.7,5812,78.0,2023,1,9,15,54,1,0,0,0.0
4422,665.01,5814,48.0,2023,12,14,17,31,1,0,0,0.0
4423,823.1,5912,31.0,2024,1,17,15,21,1,0,0,0.0
4424,51849.0,5912,72.0,2024,1,24,7,40,0,1,0,0.0
4425,86.81,5411,36.0,2023,3,7,23,37,0,0,1,0.0
4426,370.22,5812,29.0,2023,6,26,23,12,1,0,0,0.0
4427,543.45,5812,18.0,2024,6,3,9,17,0,1,0,0.0
4428,83.46,5411,50.0,2023,12,26,18,25,0,1,0,0.0
4429,247.35,5812,27.0,2023,4,9,14,33,0,1,0,0.0
4430,510.96,5814,45.0,2023,12,26,21,33,1,0,0,0.0
4431,399.83,5411,54.0,2024,4,2,0,38,1,0,0,0.0
4432,52693.0,5411,55.0,2024,4,2,14,57,1,0,0,0.0
4433,685.79,5411,55.0,2024,2,27,2,11,0,0,1,0.0
4434,139.25,5812,79.0,2024,6,4,21,27,1,0,0,0.0
4435,498.66,5814,22.0,2023,2,9,22,33,0,1,0,0.0
4436,880.77,5814,45.0,2023,7,18,10,58,0,0,1,0.0
4437,811.19,5812,46.0,2023,3,8,21,7,1,0,0,0.0
4438,545.98,5812,35.0,2023,12,8,0,9,0,1,0,0.0
4439,150.11,5814,78.0,2023,10,19,19,2,0,0,1,0.0
4440,66694.0,5411,48.0,2024,12,4,12,33,1,0,0,0.0
4441,301.14,5912,38.0,2023,8,30,0,1,0,1,0,0.0
4442,839.81,5814,69.0,2023,7,31,23,10,0,0,1,0.0
4443,528.79,5814,50.0,2023,6,16,21,22,0,0,1,0.0
4444,503.92,5912,26.0,2024,3,26,10,1,0,1,0,0.0
4445,695.36,5912,40.0,2024,3,16,6,47,0,1,0,0.0
4446,606.33,5912,37.0,2023,12,13,7,49,0,1,0,0.0
4447,173.82,5999,67.0,2023,6,12,6,40,0,1,0,0.0
4448,45987.0,5411,79.0,2023,5,6,1,25,0,1,0,0.0
4449,179.6,5411,40.0,2023,8,16,22,14,0,1,0,0.0
4450,43.47,5999,33.0,2024,4,4,14,59,1,0,0,0.0
4451,292.17,5912,22.0,2024,11,1,4,46,0,1,0,0.0
4452,286.72,5999,29.0,2024,4,3,17,52,1,0,0,0.0
4453,779.06,5812,47.0,2023,6,26,20,49,0,1,0,0.0
4454,379.52,5912,67.0,2024,9,2,23,39,1,0,0,0.0
4455,278.77,5999,37.0,2024,3,28,0,4,0,1,0,0.0
4456,96215.0,5912,64.0,2023,6,12,8,56,0,1,0,0.0
4457,508.13,5812,30.0,2023,9,24,14,49,0,1,0,0.0
4458,223.98,5912,67.0,2023,7,7,5,13,0,0,1,0.0
4459,871.05,5812,64.0,2024,1,23,2,15,1,0,0,0.0
4460,92245.0,5912,70.0,2023,5,11,10,2,0,1,0,0.0
4461,163.52,5814,49.0,2024,4,1,6,29,0,0,1,0.0
4462,957.11,5999,60.0,2024,4,20,13,11,1,0,0,0.0
4463,970.17,5814,58.0,2024,3,23,16,42,0,0,1,0.0
4464,88120.0,5812,25.0,2023,7,14,22,45,0,0,1,0.0
4465,536.46,5814,19.0,2023,2,9,9,12,0,0,1,0.0
4466,165.86,5912,47.0,2023,4,11,2,13,1,0,0,0.0
4467,11.67,5814,42.0,2024,3,18,12,20,0,1,0,0.0
4468,313.9,5912,37.0,2023,10,30,10,39,1,0,0,0.0
4469,659.92,5999,79.0,2024,10,5,5,28,1,0,0,0.0
4470,173.37,5912,69.0,2023,9,6,15,53,1,0,0,0.0
4471,368.87,5812,34.0,2023,11,6,15,0,0,0,1,0.0
4472,11181.0,5814,71.0,2024,6,2,11,37,1,0,0,0.0
4473,921.38,5999,71.0,2023,3,8,9,42,1,0,0,0.0
4474,662.49,5411,75.0,2024,3,23,7,24,1,0,0,0.0
4475,757.1,5814,24.0,2024,1,30,4,55,0,0,1,0.0
4476,502.47,5999,18.0,2023,9,25,3,49,0,1,0,0.0
4477,876.6,5411,32.0,2023,7,9,18,28,0,1,0,0.0
4478,721.72,5814,70.0,2023,10,14,13,49,1,0,0,0.0
4479,94.56,5812,71.0,2023,11,16,14,37,0,1,0,0.0
4480,31889.0,5814,45.0,2023,8,31,3,3,1,0,0,0.0
4481,742.39,5411,56.0,2024,1,26,20,13,0,0,1,0.0
4482,422.64,5999,48.0,2023,11,7,5,45,0,0,1,0.0
4483,377.62,5912,61.0,2023,11,28,2,48,1,0,0,0.0
4484,34.96,5912,51.0,2023,11,17,17,37,0,1,0,0.0
4485,468.16,5814,62.0,2024,5,16,8,54,0,0,1,0.0
4486,434.57,5999,50.0,2023,8,15,15,40,1,0,0,0.0
4487,447.31,5999,75.0,2024,3,20,16,43,1,0,0,0.0
4488,24719.0,5814,27.0,2023,11,29,18,46,1,0,0,0.0
4489,67.64,5812,18.0,2023,9,8,23,53,0,0,1,0.0
4490,799.12,5999,51.0,2023,9,6,17,58,0,1,0,0.0
4491,588.83,5814,39.0,2024,1,28,3,5,1,0,0,0.0
4492,56.1,5999,52.0,2023,7,6,1,45,1,0,0,0.0
4493,439.2,5999,64.0,2023,11,26,2,38,0,0,1,0.0
4494,830.54,5411,80.0,2023,6,16,11,49,0,1,0,0.0
4495,631.51,5912,79.0,2024,2,15,22,35,0,1,0,0.0
4496,77950.0,5912,28.0,2023,6,17,4,49,0,1,0,0.0
4497,143.53,5411,41.0,2023,11,15,16,49,1,0,0,0.0
4498,63.96,5999,22.0,2023,3,9,6,0,0,1,0,0.0
4499,810.16,5999,73.0,2024,1,22,19,23,0,1,0,0.0
4500,77026.0,5999,55.0,2024,1,26,11,18,0,1,0,0.0
4501,238.68,5411,78.0,2023,7,8,6,38,0,0,1,0.0
4502,279.55,5814,41.0,2024,6,4,3,46,1,0,0,0.0
4503,958.38,5812,77.0,2023,11,22,16,10,1,0,0,0.0
4504,98397.0,5411,62.0,2024,1,17,8,47,1,0,0,0.0
4505,513.02,5814,50.0,2024,4,19,5,30,1,0,0,0.0
4506,847.36,5411,22.0,2023,9,16,9,56,1,0,0,0.0
4507,844.33,5912,49.0,2023,6,7,9,24,0,1,0,0.0
4508,275.43,5999,22.0,2024,2,1,2,43,0,1,0,0.0
4509,979.27,5812,79.0,2024,4,14,21,14,1,0,0,0.0
4510,49.65,5999,24.0,2024,1,2,0,23,0,1,0,0.0
4511,659.16,5912,26.0,2023,7,29,14,7,0,0,1,0.0
4512,51352.0,5912,41.0,2024,2,20,8,2,0,0,1,0.0
4513,982.37,5999,28.0,2023,6,18,18,7,0,0,1,0.0
4514,140.86,5812,18.0,2023,12,26,11,16,1,0,0,0.0
4515,758.39,5411,50.0,2024,4,5,17,55,0,0,1,0.0
4516,450.69,5411,61.0,2023,12,14,16,14,0,1,0,0.0
4517,565.44,5812,64.0,2023,12,8,7,31,1,0,0,0.0
4518,719.81,5814,80.0,2024,11,5,23,58,0,0,1,0.0
4519,665.46,5411,66.0,2023,5,11,19,53,0,0,1,0.0
4520,51847.0,5812,36.0,2023,12,18,5,59,1,0,0,0.0
4521,878.27,5812,80.0,2023,8,28,10,14,0,1,0,0.0
4522,252.95,5912,30.0,2023,12,18,0,40,0,0,1,0.0
4523,347.82,5411,35.0,2023,7,29,11,35,1,0,0,0.0
4524,443.34,5814,31.0,2023,10,13,18,45,1,0,0,0.0
4525,183.32,5814,31.0,2023,1,9,9,47,0,0,1,0.0
4526,483.34,5814,49.0,2024,4,22,19,34,0,0,1,0.0
4527,791.91,5411,24.0,2023,10,17,22,28,0,1,0,0.0
4528,40192.0,5912,28.0,2023,8,6,22,20,0,0,1,0.0
4529,550.0,5411,73.0,2023,6,22,13,0,0,0,1,0.0
4530,724.84,5999,72.0,2023,5,22,18,50,0,0,1,0.0
4531,171.88,5411,55.0,2023,12,18,16,37,1,0,0,0.0
4532,679.06,5912,54.0,2024,4,27,11,49,0,1,0,0.0
4533,490.41,5999,26.0,2024,3,27,14,32,0,1,0,0.0
4534,23.73,5812,28.0,2024,12,4,1,46,0,0,1,0.0
4535,928.44,5812,45.0,2024,4,2,20,33,0,1,0,0.0
4536,53000.0,5999,18.0,2024,11,2,21,29,1,0,0,0.0
4537,14.49,5999,75.0,2024,2,1,9,17,0,0,1,0.0
4538,541.81,5411,78.0,2023,3,10,16,48,0,1,0,0.0
4539,832.99,5999,64.0,2024,2,1,3,17,0,1,0,0.0
4540,35939.0,5912,50.0,2023,7,16,4,18,0,0,1,0.0
4541,52.56,5912,23.0,2023,11,18,12,41,0,0,1,0.0
4542,232.95,5812,32.0,2024,4,26,0,8,0,1,0,0.0
4543,57.41,5411,22.0,2024,3,19,10,7,1,0,0,0.0
4544,5728.0,5999,66.0,2023,11,30,7,0,0,0,1,0.0
4545,624.34,5912,38.0,2023,2,12,22,54,0,1,0,0.0
4546,223.81,5812,68.0,2024,1,15,4,20,1,0,0,0.0
4547,700.24,5999,52.0,2024,2,1,16,2,0,1,0,0.0
4548,501.08,5814,72.0,2023,7,10,12,54,0,1,0,0.0
4549,586.97,5912,57.0,2023,10,7,5,27,0,0,1,0.0
4550,189.02,5812,23.0,2023,12,12,6,11,1,0,0,0.0
4551,389.97,5912,36.0,2023,5,20,15,26,0,0,1,0.0
4552,73430.0,5411,21.0,2024,2,23,10,13,1,0,0,0.0
4553,575.65,5912,57.0,2024,11,1,6,57,1,0,0,0.0
4554,867.85,5912,42.0,2023,11,24,11,44,1,0,0,0.0
4555,256.51,5912,79.0,2023,5,28,3,31,0,1,0,0.0
4556,8.22,5999,73.0,2024,7,1,6,10,0,0,1,0.0
4557,176.66,5411,56.0,2023,9,27,10,5,0,1,0,0.0
4558,23.86,5999,25.0,2024,1,16,19,46,0,0,1,0.0
4559,250.33,5812,38.0,2024,3,28,2,37,0,0,1,0.0
4560,9861.0,5411,74.0,2023,12,31,22,53,0,1,0,0.0
4561,389.64,5912,68.0,2024,1,18,19,25,0,1,0,0.0
4562,369.4,5411,68.0,2024,11,5,6,16,1,0,0,0.0
4563,436.13,5814,20.0,2023,11,27,10,6,0,0,1,0.0
4564,336.43,5411,71.0,2023,7,24,19,0,0,1,0,0.0
4565,190.72,5814,78.0,2024,1,26,11,23,1,0,0,0.0
4566,671.84,5999,26.0,2023,5,25,6,22,0,1,0,0.0
4567,644.0,5411,21.0,2023,7,9,23,4,1,0,0,0.0
4568,14613.0,5912,48.0,2023,5,20,22,2,0,1,0,0.0
4569,340.15,5411,67.0,2024,8,1,8,51,0,0,1,0.0
4570,254.16,5999,47.0,2024,4,2,3,22,1,0,0,0.0
4571,649.82,5812,63.0,2023,10,22,8,55,0,1,0,0.0
4572,96.97,5999,63.0,2024,7,4,16,39,1,0,0,0.0
4573,968.92,5411,75.0,2023,12,15,17,50,1,0,0,0.0
4574,104.74,5999,30.0,2023,10,11,9,3,1,0,0,0.0
4575,979.51,5999,64.0,2023,9,28,23,9,0,1,0,0.0
4576,64665.0,5912,37.0,2023,4,6,2,51,0,1,0,0.0
4577,134.35,5999,28.0,2023,5,11,9,29,0,1,0,0.0
4578,126.56,5411,64.0,2023,7,16,6,40,1,0,0,0.0
4579,392.97,5411,70.0,2024,11,5,15,21,0,1,0,0.0
4580,13019.0,5812,26.0,2024,1,22,6,52,0,0,1,0.0
4581,826.19,5812,65.0,2023,3,8,15,4,0,1,0,0.0
4582,357.54,5912,68.0,2023,7,20,8,58,1,0,0,0.0
4583,572.21,5999,79.0,2023,6,11,2,10,0,0,1,0.0
4584,46016.0,5812,34.0,2023,12,14,3,52,1,0,0,0.0
4585,949.18,5912,20.0,2023,5,24,18,39,0,0,1,0.0
4586,718.18,5912,22.0,2023,10,28,19,9,0,1,0,0.0
4587,740.05,5812,75.0,2024,1,28,9,56,0,0,1,0.0
4588,638.91,5812,21.0,2023,5,27,23,48,0,0,1,0.0
4589,161.74,5912,39.0,2024,5,1,19,53,0,0,1,0.0
4590,761.0,5999,78.0,2023,12,22,14,33,0,0,1,0.0
4591,510.57,5812,74.0,2023,8,6,17,45,0,1,0,0.0
4592,60778.0,5999,25.0,2023,6,15,10,33,0,1,0,0.0
4593,593.18,5912,39.0,2024,5,16,1,33,0,0,1,0.0
4594,322.12,5814,39.0,2023,9,13,14,5,0,1,0,0.0
4595,140.65,5999,80.0,2023,10,19,17,43,0,0,1,0.0
4596,79.82,5411,79.0,2023,11,29,6,56,0,0,1,0.0
4597,554.12,5999,57.0,2023,7,26,8,57,0,1,0,0.0
4598,877.09,5912,45.0,2024,4,2,22,45,0,0,1,0.0
4599,820.29,5912,73.0,2023,7,29,12,58,0,0,1,0.0
4600,90600.0,5912,63.0,2024,10,5,8,10,1,0,0,0.0
4601,186.1,5999,40.0,2024,4,16,7,1,0,0,1,0.0
4602,91.66,5814,39.0,2024,4,2,19,9,0,1,0,0.0
4603,635.05,5912,37.0,2024,3,20,20,9,0,1,0,0.0
4604,798.66,5411,40.0,2023,12,30,20,6,0,0,1,0.0
4605,463.12,5812,53.0,2023,8,10,18,4,0,0,1,0.0
4606,960.89,5999,27.0,2023,7,30,18,8,1,0,0,0.0
4607,285.81,5814,64.0,2024,10,2,9,31,0,1,0,0.0
4608,87060.0,5912,24.0,2023,7,16,23,30,0,1,0,0.0
4609,652.96,5411,47.0,2023,2,10,5,33,1,0,0,0.0
4610,804.1,5411,74.0,2023,11,18,17,18,0,0,1,0.0
4611,171.49,5814,53.0,2024,2,20,11,47,0,0,1,0.0
4612,674.62,5814,62.0,2023,4,9,6,54,1,0,0,0.0
4613,230.53,5999,62.0,2023,8,30,13,28,1,0,0,0.0
4614,305.46,5814,59.0,2023,8,24,12,10,0,0,1,0.0
4615,118.55,5999,49.0,2024,2,18,12,8,1,0,0,0.0
4616,6548.0,5812,35.0,2024,3,18,4,51,0,1,0,0.0
4617,11.06,5411,19.0,2024,4,27,21,35,0,0,1,0.0
4618,693.93,5814,54.0,2024,2,14,16,23,1,0,0,0.0
4619,97.38,5999,73.0,2023,9,28,6,23,0,1,0,0.0
4620,21719.0,5411,29.0,2024,1,31,13,0,1,0,0,0.0
4621,44.16,5812,47.0,2023,8,12,12,11,1,0,0,0.0
4622,679.27,5411,78.0,2024,3,16,7,48,1,0,0,0.0
4623,629.66,5814,43.0,2023,6,7,20,45,1,0,0,0.0
4624,85250.0,5411,48.0,2024,1,16,2,15,0,0,1,0.0
4625,976.38,5999,74.0,2023,12,15,6,16,0,0,1,0.0
4626,946.04,5411,53.0,2023,5,28,3,0,0,0,1,0.0
4627,688.52,5999,64.0,2023,12,9,22,43,1,0,0,0.0
4628,618.33,5814,24.0,2024,3,25,14,51,1,0,0,0.0
4629,633.35,5812,43.0,2023,8,9,14,20,1,0,0,0.0
4630,249.88,5999,27.0,2024,2,26,5,22,0,0,1,0.0
4631,203.33,5999,27.0,2023,9,9,14,57,0,1,0,0.0
4632,13028.0,5999,24.0,2023,8,12,23,9,0,0,1,0.0
4633,795.06,5814,70.0,2023,12,13,9,15,0,1,0,0.0
4634,228.42,5912,27.0,2023,6,13,7,12,1,0,0,0.0
4635,268.65,5912,72.0,2024,5,16,8,4,0,0,1,0.0
4636,255.04,5999,55.0,2024,1,22,16,0,0,0,1,0.0
4637,425.55,5912,25.0,2024,2,3,9,36,0,1,0,0.0
4638,766.32,5912,30.0,2023,7,24,22,41,0,1,0,0.0
4639,201.44,5812,49.0,2024,1,4,17,21,0,0,1,0.0
4640,91310.0,5912,71.0,2023,7,15,8,53,0,1,0,0.0
4641,752.01,5411,43.0,2023,8,10,10,32,0,0,1,0.0
4642,904.91,5411,64.0,2024,1,20,20,33,1,0,0,0.0
4643,233.38,5812,50.0,2024,3,25,15,48,1,0,0,0.0
4644,437.38,5814,61.0,2024,1,17,22,28,1,0,0,0.0
4645,463.87,5999,25.0,2023,9,9,0,8,0,0,1,0.0
4646,116.73,5912,63.0,2024,4,24,23,53,1,0,0,0.0
4647,333.61,5912,47.0,2024,4,16,14,36,1,0,0,0.0
4648,51516.0,5814,62.0,2023,7,19,23,8,0,0,1,0.0
4649,701.29,5912,58.0,2023,11,25,2,56,0,0,1,0.0
4650,235.81,5812,80.0,2023,6,18,7,40,0,0,1,0.0
4651,674.84,5411,80.0,2023,8,21,20,11,0,0,1,0.0
4652,790.22,5411,69.0,2024,3,18,3,42,0,0,1,0.0
4653,796.2,5411,68.0,2024,5,16,5,13,0,0,1,0.0
4654,229.05,5812,59.0,2024,2,4,5,2,1,0,0,0.0
4655,211.45,5999,24.0,2023,6,19,18,45,1,0,0,0.0
4656,14193.0,5912,71.0,2023,8,14,3,37,0,0,1,0.0
4657,907.89,5812,52.0,2023,11,14,9,46,1,0,0,0.0
4658,587.02,5411,52.0,2024,4,29,17,6,0,1,0,0.0
4659,229.33,5411,50.0,2023,8,24,21,22,0,0,1,0.0
4660,28126.0,5814,29.0,2024,2,2,20,31,0,1,0,0.0
4661,159.07,5814,71.0,2024,3,5,15,51,1,0,0,0.0
4662,242.14,5411,62.0,2023,6,12,1,39,0,1,0,0.0
4663,94.75,5814,66.0,2024,3,3,14,31,0,1,0,0.0
4664,53379.0,5999,18.0,2024,1,26,15,45,0,1,0,0.0
4665,32.93,5912,52.0,2023,5,28,5,43,0,1,0,0.0
4666,679.18,5411,31.0,2024,1,30,5,44,0,1,0,0.0
4667,733.4,5411,57.0,2024,4,19,23,1,0,1,0,0.0
4668,816.63,5912,77.0,2023,9,25,17,1,1,0,0,0.0
4669,86.32,5999,26.0,2023,12,19,4,27,0,0,1,0.0
4670,912.06,5999,49.0,2024,2,15,0,22,0,0,1,0.0
4671,177.61,5411,29.0,2024,3,26,13,28,0,1,0,0.0
4672,17572.0,5999,25.0,2024,6,4,10,36,1,0,0,0.0
4673,34.57,5912,28.0,2024,3,27,21,32,0,0,1,0.0
4674,29.03,5411,73.0,2024,4,15,19,45,1,0,0,0.0
4675,59.31,5814,33.0,2023,7,16,10,48,0,1,0,0.0
4676,51.15,5999,31.0,2024,4,24,1,16,1,0,0,0.0
4677,737.04,5411,63.0,2023,4,6,15,25,1,0,0,0.0
4678,991.9,5912,40.0,2024,4,4,5,30,0,0,1,0.0
4679,754.04,5814,58.0,2023,5,24,15,13,0,0,1,0.0
4680,45511.0,5814,21.0,2024,1,20,1,56,0,1,0,0.0
4681,894.51,5411,60.0,2023,10,13,3,49,0,1,0,0.0
4682,373.45,5814,61.0,2023,11,29,21,2,1,0,0,0.0
4683,426.79,5912,66.0,2023,11,27,1,46,0,0,1,0.0
4684,560.84,5411,80.0,2024,3,29,0,9,0,0,1,0.0
4685,538.21,5814,63.0,2023,2,9,6,10,0,1,0,0.0
4686,773.5,5999,58.0,2024,2,25,10,47,0,1,0,0.0
4687,6.97,5814,32.0,2023,9,27,23,43,0,0,1,0.0
4688,89819.0,5411,57.0,2023,5,10,11,29,1,0,0,0.0
4689,308.87,5411,64.0,2023,11,7,5,7,1,0,0,0.0
4690,329.62,5999,31.0,2023,11,10,17,33,0,0,1,0.0
4691,851.09,5999,38.0,2024,1,25,10,44,0,0,1,0.0
4692,500.5,5912,76.0,2023,10,15,23,31,0,1,0,0.0
4693,22.42,5999,77.0,2024,1,17,15,15,0,1,0,0.0
4694,206.02,5812,65.0,2023,7,23,2,12,1,0,0,0.0
4695,467.03,5411,50.0,2023,8,11,10,15,1,0,0,0.0
4696,96576.0,5812,73.0,2023,5,12,12,49,0,1,0,0.0
4697,137.16,5812,31.0,2024,10,3,15,0,0,1,0,0.0
